#	26907
0	1	1
0	2	1
0	3	1
0	4	1
0	5	1
0	6	1
0	7	1
0	8	1
0	9	1
0	10	1
1	11	1
1	12	1
1	13	1
1	6	1
1	14	1
1	15	1
1	9	1
1	16	1
1	17	1
1	10	1
1	18	1
1	19	1
1	20	1
1	21	1
1	22	1
1	23	1
1	24	1
1	25	1
1	26	1
1	27	1
1	28	1
1	29	1
1	30	1
1	31	1
1	32	1
1	33	1
1	34	1
1	35	1
1	36	1
1	37	1
1	38	1
1	39	1
1	40	1
1	41	1
1	42	1
1	43	1
1	44	1
1	45	1
1	46	1
1	47	1
1	48	1
1	49	1
1	50	1
1	51	1
1	52	1
1	53	1
1	54	1
1	55	1
1	56	1
1	57	1
1	58	1
1	59	1
1	60	1
1	61	1
1	62	1
1	63	1
1	64	1
1	65	1
1	66	1
1	67	1
1	68	1
1	69	1
1	70	1
1	71	1
1	72	1
1	73	1
1	74	1
1	75	1
1	76	1
1	77	1
1	78	1
1	79	1
1	80	1
1	81	1
1	82	1
1	83	1
1	84	1
1	85	1
1	86	1
1	87	1
1	88	1
1	89	1
1	90	1
1	91	1
1	92	1
1	93	1
1	94	1
1	95	1
1	96	1
1	97	1
1	98	1
1	99	1
1	100	1
1	101	1
1	102	1
1	103	1
1	104	1
1	105	1
1	106	1
1	107	1
1	108	1
1	109	1
1	110	1
1	111	1
1	112	1
1	113	1
1	114	1
1	115	1
1	116	1
1	117	1
1	118	1
1	119	1
1	120	1
1	121	1
1	122	1
1	123	1
1	124	1
1	125	1
1	126	1
1	127	1
1	128	1
1	129	1
1	130	1
1	131	1
1	132	1
1	133	1
1	134	1
1	135	1
1	136	1
1	137	1
1	138	1
1	139	1
1	140	1
2	141	1
2	142	1
2	143	1
2	144	1
3	4	1
141	5	1
141	145	1
141	146	1
141	147	1
141	148	1
141	149	1
141	143	1
141	150	1
141	151	1
141	152	1
141	153	1
141	154	1
141	155	1
142	142	1
142	156	1
142	157	1
142	158	1
142	159	1
142	160	1
142	161	1
142	162	1
142	163	1
142	164	1
142	165	1
142	166	1
142	167	1
142	168	1
142	169	1
142	170	1
142	171	1
142	172	1
142	173	1
142	174	1
142	175	1
142	176	1
142	177	1
142	178	1
142	179	1
142	180	1
142	181	1
142	182	1
142	183	1
142	184	1
142	185	1
142	186	1
142	187	1
142	188	1
142	189	1
142	190	1
142	191	1
142	192	1
142	193	1
142	194	1
142	195	1
142	196	1
142	197	1
142	198	1
142	199	1
142	200	1
142	201	1
142	202	1
143	203	1
143	204	1
143	205	1
143	206	1
143	207	1
143	208	1
143	209	1
143	210	1
143	211	1
143	212	1
143	213	1
143	214	1
143	215	1
143	216	-1
143	217	1
143	218	1
143	219	1
143	220	1
143	221	1
143	149	1
143	222	1
143	223	1
143	224	1
143	225	1
143	226	1
143	227	1
143	228	1
143	229	1
143	230	1
143	231	1
143	232	1
143	233	1
143	234	1
143	235	1
143	236	1
143	237	1
143	238	1
143	239	1
143	240	1
143	241	1
143	11	1
143	242	1
143	243	1
143	244	1
143	245	1
143	246	1
143	247	1
143	248	1
143	249	1
143	250	1
143	251	1
143	252	-1
143	253	1
143	254	1
143	255	1
143	256	1
143	257	1
143	258	1
143	150	1
143	259	1
143	260	1
143	261	1
143	262	1
143	263	1
143	264	1
143	265	1
143	266	1
143	267	1
143	268	1
143	269	1
143	270	1
143	271	1
143	272	1
143	273	1
143	274	1
143	275	1
143	276	1
143	277	1
143	278	1
143	279	1
143	280	1
143	281	1
143	282	1
143	283	1
143	284	1
143	285	1
143	35	1
143	286	1
143	39	1
143	287	1
143	288	1
143	59	1
143	289	1
143	290	1
143	291	1
143	292	1
143	293	1
143	294	1
143	295	1
143	296	1
143	297	1
143	298	1
143	299	1
143	127	1
143	300	1
143	301	1
143	302	1
143	303	1
143	304	1
143	305	1
143	306	1
143	307	1
143	308	1
143	309	1
143	310	1
143	311	1
143	312	1
143	313	1
143	314	1
143	315	1
143	316	1
143	317	1
143	318	1
143	319	1
143	320	1
143	321	1
143	322	1
143	323	1
143	324	1
143	325	1
143	326	1
143	327	1
143	328	1
143	329	1
143	330	1
143	331	1
143	332	1
143	333	1
143	334	1
143	335	1
143	336	1
143	337	1
143	338	-1
143	339	1
143	340	1
143	341	1
143	342	1
143	343	1
143	344	1
143	345	1
143	346	1
143	347	1
143	348	1
143	349	1
143	350	1
143	351	1
143	352	1
143	353	1
143	354	1
143	355	1
143	356	1
143	357	1
143	358	1
143	359	1
143	360	1
143	361	1
143	362	1
143	363	1
143	364	1
143	365	1
143	366	1
143	367	1
143	368	1
143	369	1
143	370	1
143	371	1
143	372	1
143	373	1
143	374	1
143	375	1
143	376	1
143	377	1
143	378	1
143	379	1
143	380	1
143	381	1
143	382	1
143	383	1
143	384	1
143	385	1
143	386	1
143	387	1
143	388	1
143	389	1
143	390	1
143	391	1
143	392	1
143	393	1
143	394	1
143	395	1
143	396	1
143	397	1
143	398	1
143	399	1
143	400	1
143	401	1
143	402	1
143	403	1
143	404	1
143	405	1
143	406	1
143	407	1
143	408	1
143	409	1
143	410	1
143	411	1
143	412	-1
143	413	1
143	414	1
143	415	1
143	416	1
143	417	1
143	418	1
143	419	1
143	420	1
143	421	1
143	422	1
143	423	1
143	424	1
143	425	1
143	426	1
143	427	1
143	428	1
143	429	1
143	430	-1
143	431	1
143	432	1
143	433	-1
143	434	1
143	435	1
143	436	1
143	437	1
143	438	1
143	439	1
143	440	1
143	441	1
143	442	1
143	443	1
143	444	1
143	445	1
143	446	1
143	447	1
143	448	1
143	449	1
143	450	1
143	451	1
143	452	1
143	453	1
143	454	-1
143	455	1
143	456	1
143	457	1
143	458	1
143	459	1
143	460	1
143	461	1
143	462	1
143	463	1
143	464	1
143	169	1
143	465	1
143	466	1
143	467	1
143	468	1
143	469	1
143	470	1
143	471	1
143	472	1
143	473	1
143	474	1
143	475	1
143	476	1
143	477	1
143	478	1
143	479	1
143	480	1
143	481	1
143	482	1
143	483	1
143	484	1
143	485	1
143	486	1
143	487	1
143	488	1
143	489	1
143	490	1
143	491	1
143	492	1
143	493	1
143	494	1
143	197	1
143	495	-1
143	496	1
143	497	1
143	498	1
143	499	1
143	500	1
143	501	1
143	502	1
143	503	1
143	504	1
143	505	1
143	506	1
143	507	1
143	508	1
143	509	1
143	510	1
143	511	1
143	512	-1
143	513	1
143	514	1
143	515	1
143	516	-1
143	517	1
143	518	1
143	519	1
143	520	1
143	521	1
143	522	1
143	523	1
143	524	1
143	525	1
143	526	1
143	527	1
143	528	1
143	529	1
143	530	1
143	531	1
143	532	1
143	533	1
143	534	1
143	535	1
143	536	-1
143	537	1
143	538	1
143	539	1
143	540	1
143	541	1
143	542	1
143	543	1
143	544	1
143	545	-1
143	546	1
143	547	1
143	548	1
143	549	1
143	550	1
143	551	1
143	552	1
143	553	1
144	554	1
144	555	1
144	556	1
144	557	1
144	558	1
144	245	1
144	559	1
144	560	1
144	561	1
144	562	1
144	563	1
144	564	1
144	565	1
144	566	1
144	567	1
144	269	1
144	270	1
144	568	1
144	569	1
144	570	1
144	139	1
144	571	1
144	572	1
144	573	1
144	574	1
144	575	1
144	576	1
144	577	1
144	578	1
144	579	1
144	580	1
144	581	1
144	582	1
144	583	1
144	584	1
144	585	1
144	586	1
144	195	1
144	198	1
144	587	1
144	588	1
144	589	1
144	590	1
144	591	1
144	592	1
144	593	1
144	594	1
144	595	1
144	596	1
144	597	1
144	598	1
144	599	1
144	600	1
144	601	1
144	602	1
144	603	1
144	604	1
144	605	1
144	606	1
144	607	1
144	608	1
144	609	1
144	610	1
144	611	1
144	612	1
144	613	1
144	614	1
144	615	1
144	616	1
144	617	1
144	618	1
4	619	1
4	620	1
4	621	1
4	622	1
4	623	1
4	624	1
4	625	1
145	626	1
145	627	1
145	628	1
145	156	1
145	629	1
145	630	1
146	631	1
146	632	1
147	633	1
147	634	1
147	635	1
147	636	1
147	624	1
147	637	1
147	638	1
147	639	1
147	152	1
147	640	1
147	641	1
148	642	1
148	643	1
148	627	1
148	644	1
148	645	1
148	646	1
149	259	1
149	224	1
149	260	1
149	647	1
149	648	1
149	649	1
149	650	1
149	231	1
149	257	1
149	651	1
149	227	1
149	652	1
149	329	1
149	461	1
149	653	1
150	654	1
150	261	1
150	655	1
150	656	1
150	657	1
150	658	1
151	654	1
151	659	1
151	152	1
151	660	1
151	661	1
151	662	1
151	663	1
152	640	1
152	664	1
152	665	1
152	666	1
152	667	1
152	637	1
152	224	1
152	650	1
152	11	1
152	668	1
152	669	1
152	670	1
152	671	1
152	276	1
152	672	1
152	673	1
152	674	1
152	675	1
152	676	1
152	59	1
152	677	1
152	678	1
152	679	1
152	680	1
152	681	1
152	682	1
152	683	1
152	684	1
152	685	1
152	686	1
152	687	1
152	688	1
152	689	1
152	690	1
152	691	1
152	692	1
152	693	1
152	694	1
152	695	1
152	696	1
152	697	1
152	698	1
152	699	1
152	700	1
152	701	1
152	702	1
152	703	1
152	704	1
152	705	1
152	706	1
152	707	1
152	708	1
152	709	1
152	710	1
152	711	1
152	712	1
152	713	1
152	714	1
152	715	1
152	716	1
152	717	1
152	718	1
152	719	1
152	720	1
152	721	1
152	722	1
152	723	1
152	724	1
152	725	1
152	726	1
152	727	1
152	728	1
152	729	1
152	730	1
152	731	1
152	732	1
152	733	1
152	734	1
152	735	1
152	736	1
152	737	1
152	738	1
152	739	1
152	740	1
152	741	1
152	742	1
152	743	1
152	744	1
152	745	1
152	746	1
152	747	1
152	748	1
152	749	1
152	750	1
152	751	1
152	752	1
152	753	1
152	754	1
152	755	1
152	756	1
152	757	1
152	758	1
152	759	1
152	760	1
152	761	1
153	559	1
153	762	1
154	763	1
154	764	1
154	765	-1
154	210	1
154	766	1
156	767	1
156	629	1
156	768	1
156	769	1
156	770	1
156	771	1
156	772	1
156	773	1
156	774	1
156	775	1
156	776	1
158	777	1
158	778	1
158	158	1
158	779	1
158	780	1
158	781	1
158	782	1
158	783	1
158	784	1
158	785	1
158	786	1
158	169	1
158	787	1
160	788	1
161	789	-1
161	194	1
162	790	1
162	791	1
162	792	1
203	793	1
203	794	1
203	795	1
203	796	1
203	797	1
203	798	1
203	771	1
203	563	1
203	799	1
203	800	1
206	801	1
206	802	1
206	803	1
206	767	1
206	804	1
206	805	1
206	806	1
206	807	1
206	808	1
206	809	1
206	810	1
206	811	-1
206	812	1
206	813	1
206	814	1
206	815	1
206	816	1
206	817	1
206	818	1
206	206	1
206	819	1
206	820	1
206	821	1
206	822	1
206	823	1
206	824	1
206	21	1
206	825	1
206	826	1
206	827	1
206	620	1
206	828	1
206	829	1
206	830	1
206	831	1
206	832	1
206	833	1
206	834	1
209	835	1
209	836	1
209	804	1
210	837	1
210	838	1
210	839	1
211	840	1
212	841	1
213	842	1
213	311	1
213	843	1
218	844	1
218	845	1
218	767	1
218	846	1
218	847	1
218	848	1
218	849	1
218	850	1
218	851	1
218	852	1
218	853	1
218	854	1
218	855	1
218	278	1
218	856	1
218	857	1
218	858	1
218	859	1
218	860	1
218	861	1
218	862	1
218	863	1
218	864	1
218	865	1
218	866	1
218	867	-1
218	786	1
218	868	1
218	869	1
219	870	1
219	871	1
219	872	1
219	873	1
219	874	1
219	263	1
219	875	1
219	627	1
219	876	1
219	877	1
219	220	1
219	625	1
219	878	1
219	879	1
219	880	1
219	881	1
219	314	1
219	882	1
219	883	1
219	884	1
219	885	1
219	886	1
219	887	1
220	888	1
220	889	1
220	845	1
220	890	1
220	891	1
220	892	1
220	893	1
220	894	1
220	895	1
220	330	1
220	896	1
220	897	1
220	898	1
220	899	1
221	346	1
222	900	1
222	901	1
222	902	-1
222	903	1
222	904	1
222	905	1
222	906	1
222	907	1
222	847	1
222	908	1
222	909	1
222	910	1
222	911	1
222	912	1
222	913	1
222	914	1
222	777	1
222	915	1
222	916	1
222	917	1
222	918	1
222	919	1
222	920	1
222	921	1
222	922	1
222	923	1
222	924	1
222	925	1
222	926	1
222	927	1
222	928	1
222	929	1
222	930	1
222	931	1
222	932	1
222	933	1
222	934	1
222	935	1
222	936	1
222	937	1
222	938	1
222	939	1
222	940	1
222	941	1
224	942	1
224	943	1
224	944	1
224	945	1
224	946	1
224	771	1
224	947	1
224	560	1
224	948	1
224	949	1
225	950	1
226	951	1
226	952	1
226	953	1
226	954	1
226	955	1
226	956	1
226	957	1
226	958	1
226	878	1
226	959	1
227	876	1
228	497	1
228	521	1
229	960	1
229	961	1
229	962	1
229	963	1
229	964	1
229	965	1
231	966	1
232	877	1
232	967	1
232	968	-1
232	969	1
233	846	1
236	640	1
236	954	1
236	970	1
237	971	1
237	972	1
237	973	1
238	974	1
238	458	1
239	975	1
239	976	1
239	649	1
239	977	1
239	978	1
239	979	1
239	767	1
239	980	1
239	981	1
239	982	1
239	983	1
239	984	1
239	985	1
239	986	1
239	987	1
239	988	1
239	989	1
239	241	1
239	990	1
239	912	1
239	37	1
239	991	1
239	992	1
239	993	1
239	994	1
239	995	1
240	996	1
240	997	1
240	998	1
241	257	1
241	999	1
241	1000	1
241	1001	1
241	1002	1
241	1003	1
241	1004	1
241	1005	1
241	1006	1
241	1007	1
241	1008	1
241	1009	1
241	1010	1
241	1011	1
241	1012	1
241	1013	-1
241	1014	1
241	1015	1
241	1016	1
241	1017	1
241	1018	1
241	1019	1
241	1020	1
241	1021	1
241	1022	1
241	253	1
241	554	1
241	1023	1
241	1024	1
241	1025	1
241	1026	1
241	912	1
241	676	1
241	1027	1
241	1028	1
241	1029	1
241	1030	1
241	1031	1
241	1032	1
241	926	1
241	1033	1
241	1034	1
241	1035	1
241	1036	1
241	1037	1
241	1038	1
241	1039	1
241	1040	1
241	1041	1
241	1042	1
241	1043	1
241	450	1
241	1044	1
241	1045	1
241	1046	1
241	1047	1
241	1048	1
241	1049	1
241	1050	1
241	1051	1
241	1052	1
241	1053	1
241	1054	1
241	1055	1
241	1056	1
241	1057	1
241	1058	1
241	1059	1
241	1060	1
241	506	1
241	1061	1
241	1062	1
241	1063	1
241	1064	1
241	1065	1
241	1066	1
241	1067	1
241	1068	1
241	1069	1
241	1070	1
241	1071	1
241	1072	1
241	1073	1
241	1074	1
241	1075	1
241	1076	1
241	1077	1
241	1078	1
241	1079	1
241	1080	1
241	1081	1
241	1082	1
241	1083	1
241	1084	1
241	1085	1
241	1086	1
241	1087	1
241	1088	1
241	1089	1
241	1090	1
241	1091	1
241	1092	1
241	1093	1
241	1094	1
241	1095	1
241	1096	1
241	1097	1
241	1098	-1
241	1099	1
241	1100	1
241	1101	1
241	1102	1
241	1103	1
241	1104	1
241	1105	1
241	1106	1
241	1107	1
241	1108	1
241	1109	1
241	1110	1
241	1111	1
241	1112	1
241	1113	1
241	1114	1
241	1115	1
241	1116	1
241	1117	1
241	1118	1
241	1119	1
241	1120	1
241	1121	1
241	1122	1
241	1123	1
241	1124	1
241	1125	1
241	1126	1
241	1127	1
241	1128	1
